"SubjectID","Set","ActivityName","SignalSource","Function","Axis","MeasurementValue"
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.13456791
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.12888081
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.11946669
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.11204518
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.10774943
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.095511958
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.09250528
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.092347991
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.089472984
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.084112851
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.081085334
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.079909851
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.078385417
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.063224681
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.050841435
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.048575318
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.019405599
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.012877722
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.012733528
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",-0.0068796628
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",0.0034108072
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","X",0.0095336051
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",-0.081279325
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",-0.036016189
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",-0.027521447
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",-0.012420435
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.032039921
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.034983809
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.049869852
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.06125448
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.072360762
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.07426425
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.088012805
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.096343118
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.10241254
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.10370984
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.10824925
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.1137607
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.12690587
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.13367735
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.13730224
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.1414883
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.14693099
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.14788819
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.16251274
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.16953523
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.17994612
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.18548915
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.1932604
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.20833033
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.23214886
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.2401064
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.24021294
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.24073414
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.24086031
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.25556175
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.37516143
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.38356677
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.42093358
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.47518943
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.61506824
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Y",0.62116221
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.45760724
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.42312633
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.41432194
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.37469648
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.36178484
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.353837
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.35201431
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.34780319
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.34604922
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.33626404
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.33476859
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.33160921
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.32313368
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.32224918
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.31028496
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.30397061
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.27260677
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.2620392
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.23102788
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.210105
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.19995817
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.19175715
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.18480237
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.15259253
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.13689349
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.1221826
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.098486472
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.098058092
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.053234551
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.037916195
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.035735286
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.035079829
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",-0.0086197626
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",0.0051255933
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",0.014430924
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",0.028704372
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",0.041139811
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",0.090733989
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",0.10261844
19,"TRAIN","WALKING_UPSTAIRS","tBodyAcc","std","Z",0.12312102
20,"TEST","LAYING","tBodyAcc","mean","X",-0.59200434
20,"TEST","LAYING","tBodyAcc","mean","X",-0.47255704
20,"TEST","LAYING","tBodyAcc","mean","X",0.12861812
20,"TEST","LAYING","tBodyAcc","mean","X",0.19682966
20,"TEST","LAYING","tBodyAcc","mean","X",0.19724084
20,"TEST","LAYING","tBodyAcc","mean","X",0.21382307
20,"TEST","LAYING","tBodyAcc","mean","X",0.22413866
20,"TEST","LAYING","tBodyAcc","mean","X",0.22952004
20,"TEST","LAYING","tBodyAcc","mean","X",0.22968976
20,"TEST","LAYING","tBodyAcc","mean","X",0.23431136
20,"TEST","LAYING","tBodyAcc","mean","X",0.23461795
20,"TEST","LAYING","tBodyAcc","mean","X",0.23479329
20,"TEST","LAYING","tBodyAcc","mean","X",0.23922349
20,"TEST","LAYING","tBodyAcc","mean","X",0.2416543
20,"TEST","LAYING","tBodyAcc","mean","X",0.24629052
20,"TEST","LAYING","tBodyAcc","mean","X",0.24717033
20,"TEST","LAYING","tBodyAcc","mean","X",0.24866761
20,"TEST","LAYING","tBodyAcc","mean","X",0.24892686
20,"TEST","LAYING","tBodyAcc","mean","X",0.25173209
20,"TEST","LAYING","tBodyAcc","mean","X",0.25319955
20,"TEST","LAYING","tBodyAcc","mean","X",0.25643104
20,"TEST","LAYING","tBodyAcc","mean","X",0.25646467
20,"TEST","LAYING","tBodyAcc","mean","X",0.25650293
20,"TEST","LAYING","tBodyAcc","mean","X",0.25749172
20,"TEST","LAYING","tBodyAcc","mean","X",0.26147751
20,"TEST","LAYING","tBodyAcc","mean","X",0.26276637
20,"TEST","LAYING","tBodyAcc","mean","X",0.26565644
20,"TEST","LAYING","tBodyAcc","mean","X",0.26681931
20,"TEST","LAYING","tBodyAcc","mean","X",0.26710999
20,"TEST","LAYING","tBodyAcc","mean","X",0.26769147
20,"TEST","LAYING","tBodyAcc","mean","X",0.2678207
20,"TEST","LAYING","tBodyAcc","mean","X",0.26845987
20,"TEST","LAYING","tBodyAcc","mean","X",0.26924877
20,"TEST","LAYING","tBodyAcc","mean","X",0.26993962
20,"TEST","LAYING","tBodyAcc","mean","X",0.27014101
20,"TEST","LAYING","tBodyAcc","mean","X",0.27050315
20,"TEST","LAYING","tBodyAcc","mean","X",0.27126846
20,"TEST","LAYING","tBodyAcc","mean","X",0.27189444
20,"TEST","LAYING","tBodyAcc","mean","X",0.27213193
20,"TEST","LAYING","tBodyAcc","mean","X",0.27291498
20,"TEST","LAYING","tBodyAcc","mean","X",0.27300007
20,"TEST","LAYING","tBodyAcc","mean","X",0.27301317
20,"TEST","LAYING","tBodyAcc","mean","X",0.27311678
20,"TEST","LAYING","tBodyAcc","mean","X",0.27314971
20,"TEST","LAYING","tBodyAcc","mean","X",0.27332579
20,"TEST","LAYING","tBodyAcc","mean","X",0.27346121
20,"TEST","LAYING","tBodyAcc","mean","X",0.27402814
20,"TEST","LAYING","tBodyAcc","mean","X",0.27408448
20,"TEST","LAYING","tBodyAcc","mean","X",0.27481608
20,"TEST","LAYING","tBodyAcc","mean","X",0.27495909
20,"TEST","LAYING","tBodyAcc","mean","X",0.27517339
20,"TEST","LAYING","tBodyAcc","mean","X",0.27569145
20,"TEST","LAYING","tBodyAcc","mean","X",0.2763311
20,"TEST","LAYING","tBodyAcc","mean","X",0.27798022
20,"TEST","LAYING","tBodyAcc","mean","X",0.27808109
20,"TEST","LAYING","tBodyAcc","mean","X",0.27850625
20,"TEST","LAYING","tBodyAcc","mean","X",0.27852462
20,"TEST","LAYING","tBodyAcc","mean","X",0.27882424
20,"TEST","LAYING","tBodyAcc","mean","X",0.27906071
20,"TEST","LAYING","tBodyAcc","mean","X",0.28016452
20,"TEST","LAYING","tBodyAcc","mean","X",0.28045169
20,"TEST","LAYING","tBodyAcc","mean","X",0.28576771
20,"TEST","LAYING","tBodyAcc","mean","X",0.28715158
20,"TEST","LAYING","tBodyAcc","mean","X",0.28728551
20,"TEST","LAYING","tBodyAcc","mean","X",0.28911236
20,"TEST","LAYING","tBodyAcc","mean","X",0.30209894
20,"TEST","LAYING","tBodyAcc","mean","X",0.30756021
20,"TEST","LAYING","tBodyAcc","mean","X",0.37319538
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.063035304
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.0343337
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.031476683
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.023986638
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.02165594
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.021353244
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.020008281
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.019450951
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.019172606
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.019130508
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.018653166
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.018239553
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.018207291
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.018029178
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017732693
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017440357
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017439283
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017380837
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017365232
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017353342
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017316171
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017221067
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017199647
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017191752
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017114358
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.01708843
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.017045348
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016923844
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016820128
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016789499
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.01673236
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016731107
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016715755
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.0166539
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016613729
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016527755
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.01646121
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016424806
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016390188
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016368974
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.01626463
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016191479
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016085113
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.016037555
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015967446
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015930153
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015862467
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015763317
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.0156851
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015544693
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015533183
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015344657
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015337117
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015202897
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.015164196
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.014916668
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.014781682
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.014717241
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.014697521
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.01456792
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.013378916
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.013231733
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.012599132
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.011177574
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.0099194675
20,"TEST","LAYING","tBodyAcc","mean","Y",-0.0080258212
20,"TEST","LAYING","tBodyAcc","mean","Y",0.036756512
20,"TEST","LAYING","tBodyAcc","mean","Y",0.14698327
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.12899401
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.12883622
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.12270115
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.12210995
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.12184154
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.12130299
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11845201
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11624304
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11494102
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11460938
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1135586
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11348055
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11340174
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11332065
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.113275
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1127965
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1126028
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1111867
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11095276
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11088213
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11086752
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11082024
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11076062
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11058652
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11034101
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11026495
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.11008661
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10994553
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10984644
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10978773
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10969564
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10965683
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10893345
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10889986
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10860044
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10848237
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10762183
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1076112
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10742568
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1072171
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10712022
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10699413
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10691166
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10647138
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10613853
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1061073
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1060165
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10596677
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10547274
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10522728
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10488152
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10446765
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1032866
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10311529
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10291364
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1029083
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10258472
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.1022761
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10128409
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.10124368
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.099310034
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.096718132
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.094796045
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.091180425
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.079829927
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.05959694
20,"TEST","LAYING","tBodyAcc","mean","Z",-0.0074547906
20,"TEST","LAYING","tBodyAcc","mean","Z",0.052560771
20,"TEST","LAYING","tBodyAcc","std","X",-0.99778946
20,"TEST","LAYING","tBodyAcc","std","X",-0.99690081
20,"TEST","LAYING","tBodyAcc","std","X",-0.99676258
20,"TEST","LAYING","tBodyAcc","std","X",-0.99646128
20,"TEST","LAYING","tBodyAcc","std","X",-0.99560794
20,"TEST","LAYING","tBodyAcc","std","X",-0.99546948
20,"TEST","LAYING","tBodyAcc","std","X",-0.99527328
20,"TEST","LAYING","tBodyAcc","std","X",-0.99476041
20,"TEST","LAYING","tBodyAcc","std","X",-0.99468661
20,"TEST","LAYING","tBodyAcc","std","X",-0.99460409
20,"TEST","LAYING","tBodyAcc","std","X",-0.99445476
20,"TEST","LAYING","tBodyAcc","std","X",-0.99431726
20,"TEST","LAYING","tBodyAcc","std","X",-0.99423589
20,"TEST","LAYING","tBodyAcc","std","X",-0.9939453
20,"TEST","LAYING","tBodyAcc","std","X",-0.99381743
20,"TEST","LAYING","tBodyAcc","std","X",-0.99370241
20,"TEST","LAYING","tBodyAcc","std","X",-0.99352912
20,"TEST","LAYING","tBodyAcc","std","X",-0.99271845
20,"TEST","LAYING","tBodyAcc","std","X",-0.99259637
20,"TEST","LAYING","tBodyAcc","std","X",-0.99233205
20,"TEST","LAYING","tBodyAcc","std","X",-0.99155436
20,"TEST","LAYING","tBodyAcc","std","X",-0.99140585
20,"TEST","LAYING","tBodyAcc","std","X",-0.99128547
20,"TEST","LAYING","tBodyAcc","std","X",-0.99113966
20,"TEST","LAYING","tBodyAcc","std","X",-0.99112235
20,"TEST","LAYING","tBodyAcc","std","X",-0.99107669
20,"TEST","LAYING","tBodyAcc","std","X",-0.99071819
20,"TEST","LAYING","tBodyAcc","std","X",-0.99033055
20,"TEST","LAYING","tBodyAcc","std","X",-0.9898483
20,"TEST","LAYING","tBodyAcc","std","X",-0.98984642
20,"TEST","LAYING","tBodyAcc","std","X",-0.98938732
20,"TEST","LAYING","tBodyAcc","std","X",-0.98924695
20,"TEST","LAYING","tBodyAcc","std","X",-0.98916307
20,"TEST","LAYING","tBodyAcc","std","X",-0.98911303
20,"TEST","LAYING","tBodyAcc","std","X",-0.9889168
20,"TEST","LAYING","tBodyAcc","std","X",-0.98880968
20,"TEST","LAYING","tBodyAcc","std","X",-0.98873337
20,"TEST","LAYING","tBodyAcc","std","X",-0.98839149
20,"TEST","LAYING","tBodyAcc","std","X",-0.98802947
20,"TEST","LAYING","tBodyAcc","std","X",-0.98757507
20,"TEST","LAYING","tBodyAcc","std","X",-0.98572068
20,"TEST","LAYING","tBodyAcc","std","X",-0.98557791
20,"TEST","LAYING","tBodyAcc","std","X",-0.98555925
20,"TEST","LAYING","tBodyAcc","std","X",-0.98502525
20,"TEST","LAYING","tBodyAcc","std","X",-0.98335502
20,"TEST","LAYING","tBodyAcc","std","X",-0.98322337
20,"TEST","LAYING","tBodyAcc","std","X",-0.98316602
20,"TEST","LAYING","tBodyAcc","std","X",-0.9826537
20,"TEST","LAYING","tBodyAcc","std","X",-0.98230112
20,"TEST","LAYING","tBodyAcc","std","X",-0.9818967
20,"TEST","LAYING","tBodyAcc","std","X",-0.98118801
20,"TEST","LAYING","tBodyAcc","std","X",-0.9809046
20,"TEST","LAYING","tBodyAcc","std","X",-0.97853951
20,"TEST","LAYING","tBodyAcc","std","X",-0.97572269
20,"TEST","LAYING","tBodyAcc","std","X",-0.97157534
20,"TEST","LAYING","tBodyAcc","std","X",-0.97027741
20,"TEST","LAYING","tBodyAcc","std","X",-0.96665105
20,"TEST","LAYING","tBodyAcc","std","X",-0.96557952
20,"TEST","LAYING","tBodyAcc","std","X",-0.95700319
20,"TEST","LAYING","tBodyAcc","std","X",-0.95379651
20,"TEST","LAYING","tBodyAcc","std","X",-0.95010488
20,"TEST","LAYING","tBodyAcc","std","X",-0.94832829
20,"TEST","LAYING","tBodyAcc","std","X",-0.93427952
20,"TEST","LAYING","tBodyAcc","std","X",-0.90098681
20,"TEST","LAYING","tBodyAcc","std","X",-0.89572975
20,"TEST","LAYING","tBodyAcc","std","X",-0.89420531
20,"TEST","LAYING","tBodyAcc","std","X",-0.42436336
20,"TEST","LAYING","tBodyAcc","std","X",-0.25556596
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99664182
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99614017
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99524559
20,"TEST","LAYING","tBodyAcc","std","Y",-0.994829
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99480156
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99470778
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99453514
20,"TEST","LAYING","tBodyAcc","std","Y",-0.9944568
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99443836
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99384793
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99353377
20,"TEST","LAYING","tBodyAcc","std","Y",-0.9934345
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99336617
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99318922
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99287474
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99286032
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99273814
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99239848
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99207768
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99189064
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99182325
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99181774
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99180971
20,"TEST","LAYING","tBodyAcc","std","Y",-0.9915436
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99064111
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99050954
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99048859
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99038388
20,"TEST","LAYING","tBodyAcc","std","Y",-0.99036358
